season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,person_id,round_number,round_pick,overall_pick,team_id,organization,person_id_player,display_first_last,birthdate,school,country,draft_year,draft_round,draft_number
2019.0,1629065.0,Ky,Bowman,Ky Bowman,PG,73.0,6' 1'',74.25,6' 2.25'',181.2,79.0,6' 7'',98.0,8' 2'',4.9,8.25,9.0,27.5,33.0,11.11,3.11,3.26,4.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629065.0,Ky Bowman,1997-06-16 00:00:00,Boston College,USA,Undrafted,Undrafted,Undrafted
2019.0,1629649.0,Ignas,Brazdeikis,Ignas Brazdeikis,SF,77.75,6' 5.75'',79.25,6' 7.25'',220.8,81.25,6' 9.25'',102.0,8' 6'',6.0,8.75,9.5,31.0,36.5,11.06,3.17,3.36,13.0,1629649.0,2.0,17.0,47.0,1610612758.0,Michigan,1629649.0,Ignas Brazdeikis,1999-01-08 00:00:00,Michigan,Canada,2019,2,47
2019.0,1629052.0,O'Shae,Brissett,O'Shae Brissett,SF-PF,79.0,6' 7'',80.0,6' 8'',203.2,84.0,7' 0'',104.0,8' 8'',2.9,9.0,9.5,34.0,37.5,11.3,3.18,3.48,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629052.0,Oshae Brissett,1998-06-20 00:00:00,Syracuse,Canada,Undrafted,Undrafted,Undrafted
2019.0,1629650.0,Moses,Brown,Moses Brown,C,85.25,7' 1.25'',86.5,7' 2.5'',237.2,88.75,7' 4.75'',113.0,9' 5'',7.8,9.5,10.25,27.0,31.0,11.95,3.3,3.51,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629650.0,Moses Brown,1999-10-13 00:00:00,UCLA,USA,Undrafted,Undrafted,Undrafted
2019.0,1629634.0,Brandon,Clarke,Brandon Clarke,SF,79.25,6' 7.25'',80.25,6' 8.25'',207.2,80.25,6' 8.25'',102.0,8' 6'',4.9,8.25,9.5,34.0,40.5,10.61,3.05,3.15,10.0,1629634.0,1.0,21.0,21.0,1610612760.0,Gonzaga,1629634.0,Brandon Clarke,1996-09-19 00:00:00,Gonzaga,Canada,2019,1,21
2019.0,1629651.0,Nicolas,Claxton,Nicolas Claxton,C,82.0,6' 10'',83.75,6' 11.75'',216.6,86.5,7' 2.5'',110.0,9' 2'',4.5,9.25,9.5,31.5,36.5,11.26,3.47,3.36,8.0,1629651.0,2.0,1.0,31.0,1610612751.0,Georgia,1629651.0,Nic Claxton,1999-04-17 00:00:00,Georgia,USA,2019,2,31
2019.0,1629076.0,Tyler,Cook,Tyler Cook,PF,79.25,6' 7.25'',80.75,6' 8.75'',245.4,84.5,7' 0.5'',106.5,8' 10.5'',6.1,9.5,10.75,27.5,32.0,11.32,3.1,3.28,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2019.0,1629633.0,Jarrett,Culver,Jarrett Culver,SG,77.25,6' 5.25'',78.75,6' 6.75'',194.2,81.5,6' 9.5'',100.5,8' 4.5'',5.0,8.25,8.5,29.0,34.5,11.32,3.1,3.27,10.0,1629633.0,1.0,6.0,6.0,1610612756.0,Texas Tech,1629633.0,Jarrett Culver,1999-02-20 00:00:00,Texas Tech,USA,2019,1,6
2019.0,1629056.0,Terence,Davis,Terence Davis,SG,75.0,6' 3'',76.5,6' 4.5'',192.4,80.75,6' 8.75'',101.0,8' 5'',4.1,9.25,10.75,29.5,34.0,10.69,2.96,3.28,13.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629056.0,Terence Davis,1997-05-16 00:00:00,Mississippi,USA,Undrafted,Undrafted,Undrafted
2019.0,1629652.0,Luguentz,Dort,Luguentz Dort,PG,74.75,6' 2.75'',76.25,6' 4.25'',222.2,80.5,6' 8.5'',99.5,8' 3.5'',5.0,8.5,9.0,32.5,38.0,10.79,3.13,3.22,14.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629652.0,Luguentz Dort,1999-04-19 00:00:00,Arizona State,Canada,Undrafted,Undrafted,Undrafted
2019.0,1629653.0,Devon,Dotson,Devon Dotson,PG,72.0,6' 0'',74.0,6' 2'',178.6,75.25,6' 3.25'',95.5,7' 11.5'',5.9,8.25,9.5,30.0,38.5,10.63,2.8,3.04,7.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629653.0,Devon Dotson,1999-08-02 00:00:00,Kansas,USA,Undrafted,Undrafted,Undrafted
2019.0,1629654.0,Carsen,Edwards,Carsen Edwards,PG,70.75,5' 10.75'',72.25,6' 0.25'',199.4,78.0,6' 6'',94.5,7' 10.5'',5.5,8.75,9.0,28.5,34.0,10.53,2.82,3.22,14.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2019.0,1629605.0,Tacko,Fall,Tacko Fall,C,89.25,7' 5.25'',91.0,7' 7'',288.8,98.25,8' 2.25'',122.5,10' 2.5'',6.8,10.5,10.5,22.0,26.5,13.01,3.46,3.78,8.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629605.0,Tacko Fall,1995-12-10 00:00:00,UCF,Senegal,Undrafted,Undrafted,Undrafted
2019.0,1628981.0,Bruno,Fernando,Bruno Fernando,C,80.75,6' 8.75'',82.25,6' 10.25'',237.0,87.25,7' 3.25'',110.0,9' 2'',5.4,9.25,10.0,29.5,33.5,11.29,3.05,3.21,13.0,1628981.0,2.0,4.0,34.0,1610612755.0,Maryland,1628981.0,Bruno Fernando,1998-08-15 00:00:00,Maryland,Angola,2019,2,34
2019.0,1629655.0,Daniel,Gafford,Daniel Gafford,PF,81.25,6' 9.25'',82.5,6' 10.5'',237.6,86.5,7' 2.25'',110.0,9' 2'',5.9,9.25,9.25,32.5,36.5,11.61,3.19,3.25,5.0,1629655.0,2.0,8.0,38.0,1610612741.0,Arkansas,1629655.0,Daniel Gafford,1998-10-01 00:00:00,Arkansas,USA,2019,2,38
2019.0,1629636.0,Darius,Garland,Darius Garland,PG,77.75,,79.0,,212.9,82.75,,104.0,,6.7,8.75,9.5,29.0,34.5,11.32,3.1,3.27,10.0,1629636.0,1.0,5.0,5.0,1610612739.0,Vanderbilt,1629636.0,Darius Garland,2000-01-26 00:00:00,Vanderbilt,USA,2019,1,5
2019.0,1629656.0,Quentin,Grimes,Quentin Grimes,SG,76.0,6' 4'',77.25,6' 5.25'',209.6,79.75,6' 7.75'',100.5,8' 4.5'',8.4,8.25,10.0,27.5,36.0,10.83,3.28,3.2,6.0,1629656.0,1.0,25.0,25.0,1610612746.0,Houston,1629656.0,Quentin Grimes,2000-05-08 00:00:00,Houston,USA,2021,1,25
2019.0,1629657.0,Kyle,Guy,Kyle Guy,SG,72.75,6' 0.75'',74.25,6' 2.25'',167.8,76.5,6' 4.5'',95.5,7' 11.5'',5.7,8.0,8.75,30.5,36.5,10.48,3.07,3.27,4.0,1629657.0,2.0,25.0,55.0,1610612752.0,Virginia,203479.5,,,,,,,
2019.0,1628986.0,Jaylen,Hands,Jaylen Hands,PG,73.5,6' 1.5'',75.0,6' 3'',180.4,77.5,6' 5.5'',97.0,8' 1'',5.1,8.0,8.25,33.0,41.5,10.73,3.03,3.12,6.0,1628986.0,2.0,26.0,56.0,1610612746.0,California-Los Angeles,203479.5,,,,,,,
2019.0,1629607.0,Jared,Harper,Jared Harper,PG,69.75,5' 9.75'',71.0,5' 11'',169.2,77.5,6' 5.5'',94.0,7' 10'',3.9,8.25,9.5,33.5,40.5,10.77,3.02,3.04,8.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629607.0,Jared Harper,1997-09-14 00:00:00,Auburn,USA,Undrafted,Undrafted,Undrafted
2019.0,1629637.0,Jaxson,Hayes,Jaxson Hayes,PF,82.25,6' 10.25'',83.5,6' 11.5'',218.6,87.5,7' 3.5'',110.5,9' 2.5'',5.0,9.25,10.5,27.0,34.5,11.74,3.23,3.37,5.0,1629637.0,1.0,8.0,8.0,1610612737.0,Texas,1629637.0,Jaxson Hayes,2000-05-23 00:00:00,Texas,USA,2019,1,8
2019.0,1629608.0,Dewan,Hernandez,Dewan Hernandez,C,81.0,6' 9'',82.25,6' 10.25'',232.8,85.75,7' 1.75'',107.0,8' 11'',6.1,9.5,10.25,30.5,35.5,11.46,3.25,3.28,13.0,1629608.0,2.0,29.0,59.0,1610612761.0,Miami (FL),1629608.0,Dewan Hernandez,1996-12-09 00:00:00,Miami (FL),USA,2019,2,59
2019.0,1629639.0,Tyler,Herro,Tyler Herro,SG,76.5,6' 4.5'',78.0,6' 6'',192.4,75.25,6' 3.25'',100.5,8' 4.5'',7.1,8.0,8.75,29.0,34.5,11.32,3.1,3.27,10.0,1629639.0,1.0,13.0,13.0,1610612748.0,Kentucky,203479.5,,,,,,,
2019.0,1629658.0,Jalen,Hoard,Jalen Hoard,PF,79.25,6' 7.25'',81.0,6' 9'',212.6,84.75,7' 0.75'',105.5,8' 9.5'',6.7,8.75,9.75,27.5,35.5,11.44,3.32,3.34,8.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629658.0,Jaylen Hoard,1999-03-30 00:00:00,Wake Forest,France,Undrafted,Undrafted,Undrafted
2019.0,1629659.0,Talen,Horton-Tucker,Talen Horton-Tucker,SG,74.5,6' 2.5'',76.0,6' 4'',235.4,85.25,7' 1.25'',103.0,8' 7'',8.4,9.5,9.75,26.0,34.5,11.34,3.43,3.34,10.0,1629659.0,2.0,16.0,46.0,1610612753.0,Iowa State,1629659.0,Talen Horton-Tucker,2000-11-25 00:00:00,Iowa State,USA,2019,2,46
2019.0,1629631.0,De'Andre,Hunter,De'Andre Hunter,,77.75,,79.0,,212.9,82.75,,104.0,,6.7,8.75,9.5,29.0,34.5,11.32,3.1,3.27,10.0,1629631.0,1.0,4.0,4.0,1610612747.0,Virginia,1629631.0,De'Andre Hunter,1997-12-02 00:00:00,Virginia,USA,2019,1,4
2019.0,1629610.0,DaQuan,Jeffries,DaQuan Jeffries,SF-PF,76.0,6' 4'',77.0,6' 5'',215.6,83.25,6' 11.25'',104.0,8' 8'',3.9,9.5,10.25,29.0,34.5,11.32,3.1,3.27,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629610.0,DaQuan Jeffries,1997-08-30 00:00:00,Tulsa,USA,Undrafted,Undrafted,Undrafted
2019.0,1629660.0,Ty,Jerome,Ty Jerome,PG,76.25,6' 4.25'',77.5,6' 5.5'',194.4,76.0,6' 4'',98.0,8' 2'',6.5,8.25,9.5,26.0,31.5,11.21,3.12,3.4,2.0,1629660.0,1.0,24.0,24.0,1610612755.0,Virginia,1629660.0,Ty Jerome,1997-07-08 00:00:00,Virginia,USA,2019,1,24
2019.0,1629640.0,Keldon,Johnson,Keldon Johnson,SG,76.75,6' 4.75'',78.0,6' 6'',216.4,81.25,6' 9.25'',104.0,8' 8'',5.6,8.0,9.25,29.0,34.5,11.32,3.1,3.27,10.0,1629640.0,1.0,29.0,29.0,1610612759.0,Kentucky,203479.5,,,,,,,
2019.0,1629661.0,Cameron,Johnson,Cameron Johnson,SG,79.0,6' 7'',80.5,6' 8.5'',205.2,82.0,6' 10'',103.0,8' 7'',5.8,8.0,8.5,30.5,36.5,10.52,3.28,3.26,10.0,1629661.0,1.0,11.0,11.0,1610612750.0,North Carolina,1629661.0,Cameron Johnson,1996-03-03 00:00:00,North Carolina,USA,2019,1,11
2019.0,1629662.0,Mfiondu,Kabengele,Mfiondu Kabengele,PF,80.75,6' 8.75'',82.25,6' 10.25'',256.2,87.0,7' 3'',109.5,9' 1.5'',5.1,9.25,10.75,28.0,35.5,11.21,3.3,3.25,6.0,1629662.0,1.0,27.0,27.0,1610612751.0,Florida State,203479.5,,,,,,,
2019.0,1629663.0,Louis,King,Louis King,SF,78.75,6' 6.75'',80.0,6' 8'',195.2,84.25,7' 0.25'',104.5,8' 8.5'',4.8,8.0,8.5,29.0,33.0,10.99,3.05,3.28,0.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629663.0,Louis King,1999-04-06 00:00:00,Oregon,USA,Undrafted,Undrafted,Undrafted
2019.0,1629641.0,Romeo,Langford,Romeo Langford,SG,76.5,6' 4.5'',78.0,6' 6'',212.9,83.0,6' 11'',103.0,8' 7'',6.7,9.0,9.0,29.0,34.5,11.32,3.1,3.27,10.0,1629641.0,1.0,14.0,14.0,1610612738.0,Indiana,1629641.0,Romeo Langford,1999-10-25 00:00:00,Indiana,USA,2019,1,14
2019.0,1629664.0,Dedric,Lawson,Dedric Lawson,PF,79.0,6' 7'',80.5,6' 8.5'',233.0,86.25,7' 2.25'',107.5,8' 11.5'',8.9,9.75,9.75,23.5,26.0,11.8,3.54,3.6,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2019.0,1629665.0,Jalen,Lecque,Jalen Lecque,PG,74.5,6' 2.5'',76.25,6' 4.25'',185.2,80.5,6' 8.5'',98.5,8' 2.5'',4.0,8.75,8.5,35.0,43.0,11.09,3.3,3.29,1.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629665.0,Jalen Lecque,2000-06-13 00:00:00,Brewster Academy (NH),USA,Undrafted,Undrafted,Undrafted
2019.0,1629642.0,Nassir,Little,Nassir Little,SF,76.5,6' 4.5'',78.0,6' 6'',224.2,85.25,7' 1.25'',104.5,8' 8.5'',5.9,8.75,10.0,31.0,38.5,12.15,3.1,3.24,5.0,1629642.0,1.0,25.0,25.0,1610612757.0,North Carolina,1629642.0,Nassir Little,2000-02-11 00:00:00,North Carolina,USA,2019,1,25
2019.0,1629611.0,Terance,Mann,Terance Mann,SG-SF,76.75,6' 4.75'',78.5,6' 6.5'',204.6,79.75,6' 7.75'',101.0,8' 5'',4.0,9.5,9.25,32.5,38.5,11.51,3.14,3.3,6.0,1629611.0,2.0,18.0,48.0,1610612746.0,Florida State,1629611.0,Terance Mann,1996-10-18 00:00:00,Florida State,USA,2019,2,48
2019.0,1628998.0,Cody,Martin,Cody Martin,PG-SG,76.75,6' 4.75'',77.5,6' 5.5'',192.2,82.25,6' 10.25'',102.5,8' 6.5'',5.0,8.25,9.0,28.0,35.5,10.44,2.99,3.32,7.0,1628998.0,2.0,6.0,36.0,1610612766.0,North Carolina State,1628998.0,Cody Martin,1995-09-28 00:00:00,Nevada,USA,2019,2,36
2019.0,1629666.0,Charles,Matthews,Charles Matthews,SG,77.0,6' 5'',78.25,6' 6.25'',194.8,81.5,6' 9.5'',103.0,8' 7'',3.8,8.5,8.75,29.5,37.5,11.26,3.24,3.38,9.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2019.0,1629667.0,Jalen,McDaniels,Jalen McDaniels,SF,80.25,6' 8.25'',81.75,6' 9.75'',191.6,84.25,7' 0.25'',105.5,8' 9.5'',5.7,9.0,10.0,29.5,33.5,11.54,3.23,3.32,0.0,1629667.0,2.0,22.0,52.0,1610612766.0,San Diego,1629667.0,Jalen McDaniels,1998-01-31 00:00:00,San Diego State,USA,2019,2,52
2019.0,1629630.0,Ja,Morant,Ja Morant,PG,77.75,,79.0,,212.9,82.75,,104.0,,6.7,8.75,9.5,29.0,34.5,11.32,3.1,3.27,10.0,1629630.0,1.0,2.0,2.0,1610612763.0,Murray State,1629630.0,Ja Morant,1999-08-10 00:00:00,Murray State,USA,2019,1,2
2019.0,1629668.0,Zach,Norvell Jr.,Zach Norvell Jr.,SG,76.5,6' 4.5'',77.5,6' 5.5'',206.4,78.0,6' 6'',101.0,8' 5'',7.5,8.5,9.5,24.0,30.0,11.6,3.34,3.43,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2019.0,1629669.0,Jaylen,Nowell,Jaylen Nowell,SG,75.25,6' 3.25'',76.25,6' 4.25'',202.4,79.25,6' 7.25'',98.0,8' 2'',6.1,8.25,8.5,32.0,38.5,10.76,3.13,3.23,2.0,1629669.0,2.0,13.0,43.0,1610612750.0,Washington,1629669.0,Jaylen Nowell,1999-07-09 00:00:00,Washington,USA,2019,2,43
2019.0,1629670.0,Jordan,Nwora,Jordan Nwora,PF,77.75,6' 5.75'',79.5,6' 7.5'',220.0,82.5,6' 10.5'',103.0,8' 7'',7.8,8.5,9.25,29.0,34.5,11.32,3.1,3.27,10.0,1629670.0,2.0,15.0,45.0,1610612749.0,Louisville,1629670.0,Jordan Nwora,1998-09-09 00:00:00,Louisville,USA,2020,2,45
2019.0,1629643.0,Chuma,Okeke,Chuma Okeke,,77.75,,79.0,,212.9,82.75,,104.0,,6.7,8.75,9.5,29.0,34.5,11.32,3.1,3.27,10.0,1629643.0,1.0,16.0,16.0,1610612753.0,Auburn,203479.5,,,,,,,
2019.0,1629644.0,KZ,Okpala,KZ Okpala,SF,79.25,6' 7.25'',81.5,6' 9.5'',209.6,85.75,7' 1.75'',106.5,8' 10.5'',4.6,9.25,9.25,30.5,37.0,10.88,3.13,3.38,9.0,1629644.0,2.0,2.0,32.0,1610612756.0,Stanford,1629644.0,KZ Okpala,1999-04-28 00:00:00,Stanford,USA,2019,2,32
2019.0,1629671.0,Miye,Oni,Miye Oni,SG,76.25,6' 4.25'',77.75,6' 5.75'',205.6,82.75,6' 10.75'',100.5,8' 4.5'',4.9,9.0,10.0,30.5,38.5,11.71,3.12,3.17,19.0,1629671.0,2.0,28.0,58.0,1610612744.0,Yale,1629671.0,Miye Oni,1997-08-04 00:00:00,Yale,USA,2019,2,58
2019.0,1629672.0,Eric,Paschall,Eric Paschall,SF,78.0,6' 6'',79.25,6' 7.25'',254.4,87.75,6' 11.75'',103.5,8' 7.5'',6.3,9.0,9.5,33.0,38.0,11.63,3.26,3.3,18.0,1629672.0,2.0,11.0,41.0,1610612744.0,Villanova,1629672.0,Eric Paschall,1996-11-04 00:00:00,Villanova,USA,2019,2,41
2019.0,1629617.0,Reggie,Perry,Reggie Perry,SF-PF,80.0,6' 8'',81.25,6' 9.25'',250.8,84.5,7' 0.5'',106.0,8' 10'',6.7,9.0,10.0,28.5,31.5,12.46,3.4,3.3,15.0,1629617.0,2.0,27.0,57.0,1610612746.0,Mississippi State,1629617.0,Reggie Perry,2000-03-21 00:00:00,Changwon LG Sakers (Korea),USA,2020,2,57
2019.0,1629044.0,Shamorie,Ponds,Shamorie Ponds,PG,71.5,5' 11.5'',72.5,6' 0.5'',180.0,75.5,6' 3.5'',96.5,8' 0.5'',9.8,7.75,8.0,29.0,37.0,11.01,3.07,3.2,0.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629044.0,Shamorie Ponds,1998-06-29 00:00:00,"St. John's, N.Y.",USA,Undrafted,Undrafted,Undrafted
2019.0,1629673.0,Jordan,Poole,Jordan Poole,SG,75.5,6' 3.5'',77.5,6' 5.5'',190.8,78.75,6' 6.75'',99.5,8' 3.5'',7.5,8.25,8.5,28.0,35.5,10.59,3.14,3.27,10.0,1629673.0,1.0,28.0,28.0,1610612744.0,Michigan,1629673.0,Jordan Poole,1999-06-19 00:00:00,Michigan,USA,2019,1,28
2019.0,1629007.0,Jontay,Porter,Jontay Porter,PF,81.75,6' 9.75'',83.0,6' 11'',210.4,84.0,7' 0'',109.5,9' 1.5'',8.5,8.75,9.5,29.0,34.5,11.32,3.1,3.27,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629007.0,Jontay Porter,1999-11-15 00:00:00,Missouri,USA,Undrafted,Undrafted,Undrafted
2019.0,1629645.0,Kevin,Porter Jr.,Kevin Porter Jr.,SG,76.0,6' 4'',77.5,6' 5.5'',212.6,81.0,6' 9'',103.0,8' 7'',5.1,8.75,8.75,27.0,34.0,10.82,3.03,3.14,2.0,1629645.0,1.0,30.0,30.0,1610612749.0,Southern California,1629645.0,Kevin Porter Jr.,2000-05-04 00:00:00,Southern California,USA,2019,1,30
2019.0,1629674.0,Neemias,Queta,Neemias Queta,C,82.75,6' 10.75'',84.25,7' 0.25'',225.8,88.25,7' 4.25'',111.5,9' 3.5'',6.3,9.5,11.0,24.0,32.5,12.04,3.45,3.73,1.0,1629674.0,2.0,9.0,39.0,1610612758.0,Utah State,1629674.0,Neemias Queta,1999-07-13 00:00:00,Utah State,Portugal,2021,2,39
2019.0,1629629.0,Cameron,Reddish,Cameron Reddish,SF,78.5,6' 6.5'',80.0,6' 8'',207.8,84.5,7' 0.5'',105.5,8' 9.5'',4.7,9.0,9.0,29.0,34.5,11.32,3.1,3.27,10.0,1629629.0,1.0,10.0,10.0,1610612737.0,Duke,1629629.0,Cam Reddish,1999-09-01 00:00:00,Duke,USA,2019,1,10
2019.0,1629675.0,Naz,Reid,Naz Reid,PF,80.25,6' 8.75'',81.5,6' 9.5'',255.8,87.25,7' 3.25'',109.0,9' 1'',14.0,9.5,9.25,26.0,32.5,12.03,3.76,3.42,3.0,203469.5,1.0,15.0,27.0,1610612753.0,,1629675.0,Naz Reid,1999-08-26 00:00:00,Louisiana State,USA,Undrafted,Undrafted,Undrafted
2019.0,1629676.0,Isaiah,Roby,Isaiah Roby,PF,79.25,6' 7.25'',80.5,6' 8.5'',214.0,85.0,7' 1'',106.0,8' 10'',3.9,9.0,10.5,32.5,35.5,10.63,3.05,3.25,9.0,1629676.0,2.0,15.0,45.0,1610612765.0,Nebraska,1629676.0,Isaiah Roby,1998-02-03 00:00:00,Nebraska,USA,2019,2,45
2019.0,1629677.0,Luka,Samanic,Luka Samanic,PF,81.5,6' 9.5'',83.0,6' 11'',227.2,82.5,6' 10.5'',107.0,8' 11'',5.6,8.5,9.0,27.0,38.0,11.01,3.03,3.27,7.0,1629677.0,1.0,19.0,19.0,1610612759.0,KK Olimpija (Slovenia),1629677.0,Luka Samanic,2000-01-09 00:00:00,Union Olimpija,Croatia,2019,1,19
2019.0,1629678.0,Admiral,Schofield,Admiral Schofield,SF,76.0,6' 4'',77.25,6' 5.25'',240.6,81.75,6' 9.75'',102.5,8' 6.5'',6.8,8.75,9.0,30.0,34.0,10.77,2.87,3.37,15.0,1629678.0,2.0,12.0,42.0,1610612755.0,Tennessee,1629678.0,Admiral Schofield,1997-03-30 00:00:00,Tennessee,United Kingdom,2019,2,42
2019.0,1629621.0,Marial,Shayok,Marial Shayok,SF-PF,76.5,6' 4.5'',77.5,6' 5.5'',196.8,84.25,7' 0.25'',103.5,8' 7.5'',4.7,8.75,9.25,29.5,36.5,11.16,3.04,3.37,9.0,1629621.0,2.0,24.0,54.0,1610612755.0,Virginia,1629621.0,Marial Shayok,1995-07-26 00:00:00,Iowa State,Canada,2019,2,54
2019.0,1629679.0,Simisola,Shittu,Simisola Shittu,PF,80.5,6' 8.5'',81.5,6' 9.5'',227.2,85.25,7' 1.25'',106.0,8' 10'',6.2,8.75,8.5,27.0,35.5,11.85,3.24,3.3,11.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2019.0,1629681.0,Killian,Tillie,Killian Tillie,,77.75,,79.0,,212.9,82.75,,104.0,,6.7,8.75,9.5,29.0,34.5,11.32,3.1,3.27,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2019.0,1629023.0,P.J.,Washington,P.J. Washington,PF,78.5,6' 6.5'',80.0,6' 8'',230.4,86.5,7' 2.25'',106.5,8' 10.5'',8.6,9.0,10.25,29.0,34.5,11.32,3.1,3.27,10.0,1629023.0,1.0,12.0,12.0,1610612766.0,Kentucky,203479.5,,,,,,,
2019.0,1629682.0,Tremont,Waters,Tremont Waters,PG,69.5,5' 9.5'',70.75,5' 10.75'',172.4,74.25,6' 2.25'',93.5,7' 9.5'',6.6,8.0,9.75,30.5,40.5,10.76,3.11,3.07,5.0,1629682.0,2.0,21.0,51.0,1610612738.0,Louisiana State,1629682.0,Tremont Waters,1998-01-10 00:00:00,Louisiana State,USA,2019,2,51
2019.0,1629683.0,Quinndary,Weatherspoon,Quinndary Weatherspoon,SG,75.0,6' 3'',76.25,6' 4.25'',206.6,81.0,6' 9'',100.0,8' 4'',6.1,8.5,9.0,31.0,38.0,11.57,3.15,3.16,10.0,1629683.0,2.0,19.0,49.0,1610612759.0,Mississippi State,203479.5,,,,,,,
2019.0,1629632.0,Coby,White,Coby White,PG,75.5,6' 3.5'',76.75,6' 4.75'',191.4,77.0,6' 5'',97.5,8' 1.5'',4.3,7.75,9.0,29.0,34.5,11.32,3.1,3.27,10.0,1629632.0,1.0,7.0,7.0,1610612741.0,North Carolina,1629632.0,Coby White,2000-02-16 00:00:00,North Carolina,USA,2019,1,7
2019.0,1629025.0,Kris,Wilkes,Kris Wilkes,SF,78.25,6' 6.25'',79.75,6' 7.75'',208.8,82.75,6' 10.75'',103.0,8' 7'',4.9,8.5,9.5,27.5,35.0,10.39,3.09,3.34,4.0,203469.5,1.0,15.0,27.0,1610612753.0,,203479.5,,,,,,,
2019.0,1629684.0,Grant,Williams,Grant Williams,PF,77.75,6' 5.75'',79.5,6' 7.5'',240.2,81.75,6' 9.75'',104.5,8' 8.5'',5.4,9.0,10.5,26.0,31.5,10.83,3.27,3.33,20.0,1629684.0,1.0,22.0,22.0,1610612738.0,Tennessee,1629684.0,Grant Williams,1998-11-30 00:00:00,Tennessee,USA,2019,1,22
2019.0,1629627.0,Zion,Williamson,Zion Williamson,PF,77.75,,79.0,,212.9,82.75,,104.0,,6.7,8.75,9.5,29.0,34.5,11.32,3.1,3.27,10.0,1629627.0,1.0,1.0,1.0,1610612740.0,Duke,1629627.0,Zion Williamson,2000-07-06 00:00:00,Duke,USA,2019,1,1
2019.0,1629685.0,Dylan,Windler,Dylan Windler,SF,78.25,6' 6.25'',79.5,6' 7.5'',195.8,82.0,6' 10'',104.5,8' 8.5'',4.6,8.25,9.5,29.0,37.5,10.7,2.94,3.3,8.0,1629685.0,1.0,26.0,26.0,1610612739.0,Belmont,1629685.0,Dylan Windler,1996-09-22 00:00:00,Belmont,USA,2019,1,26
2020.0,1630173.0,Precious,Achiuwa,Precious Achiuwa,PF,79.5,6'7.50'',80.7,6'8.75'',234.0,84.75,7'0.75'',108.5,9'0.50'',6.7,9.0,10.0,29.0,34.5,11.32,3.1,3.27,10.0,1630173.0,1.0,20.0,20.0,1610612748.0,Memphis,1630173.0,Precious Achiuwa,1999-09-19 00:00:00,Memphis,Nigeria,2020,1,20
2020.0,1630234.0,Ty-Shon,Alexander,Ty-Shon Alexander,SG,74.0,6'2.00'',76.0,6'4.00'',200.8,80.0,6'8.00'',100.0,8'4.00'',12.3,8.75,8.75,28.0,33.0,11.33,2.47,3.26,10.0,203469.5,1.0,15.0,27.0,1610612753.0,,1630234.0,Ty-Shon Alexander,1998-07-16 00:00:00,Creighton,USA,Undrafted,Undrafted,Undrafted
2020.0,1628962.0,Udoka,Azubuike,Udoka Azubuike,C,82.0,6'10.00'',83.5,6'11.50'',259.5,91.25,7'7.25'',109.0,9'1.00'',9.61,9.25,10.0,37.0,41.0,11.82,3.61,3.23,10.0,1628962.0,1.0,27.0,27.0,1610612762.0,Kansas,1628962.0,Udoka Azubuike,1999-09-17 00:00:00,Kansas,Nigeria,2020,1,27
2020.0,1630189.0,Tyler,Bey,Tyler Bey,PF,78.0,6'6.00'',79.0,6'7.00'',212.8,85.25,7'1.25'',105.5,8'9.50'',5.0,8.5,9.0,37.0,43.5,11.35,2.75,3.17,10.0,1630189.0,2.0,6.0,36.0,1610612755.0,Colorado,1630189.0,Tyler Bey,1998-02-10 00:00:00,Colorado,USA,2020,2,36
