season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college,person_id,round_number,round_pick,overall_pick,team_id,organization,person_id_player,display_first_last,birthdate,school,country,draft_year,draft_round,draft_number
2018,1629003,Shake,Milton,Shake Milton,SG-PG,76.5,6' 4.5'',77.5,6' 5.5'',207.2,84.75,7' 0.75'',99.5,8' 3.5'',6.8,8.75,9.5,30.0,33.0,11.07,3.19,3.25,2.0,,,,,,4-5,2-5,3-5,4-5,2-5,2-5,3-5,3-5,4-5,5-5,3-4,2-4,2-4,1-4,2-4,2-4,20-28,,1629003,2.0,24.0,54.0,1610612742,Southern Methodist,1629003,Shake Milton,1996-09-26 00:00:00,Southern Methodist,USA,2018,2,54
2018,1629004,Sviatoslav,Mykhailiuk,Sviatoslav Mykhailiuk,SG-SF,78.5,6' 6.5'',79.75,6' 7.75'',211.6,76.75,6' 4.75'',100.0,8' 4'',8.45,8.25,9.5,30.5,37.0,11.25,3.18,3.15,4.0,2-5,4-5,2-5,3-5,5-5,,,,,,3-5,4-5,4-5,3-5,4-5,7-8,6-8,5-8,,,,,,1629004,2.0,17.0,47.0,1610612747,Kansas,1629004,Svi Mykhailiuk,1997-06-10 00:00:00,Kansas,Ukraine,2018,2,47
2018,1629005,Malik,Newman,Malik Newman,SG,74.5,6' 2.5'',75.25,6' 3.25'',189.2,77.5,6' 5.5'',98.5,8' 2.5'',6.25,8.5,9.5,27.5,33.5,10.9,3.18,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629005,Malik Newman,1997-02-21 00:00:00,Kansas,USA,2018,,
2018,1629006,Josh,Okogie,Josh Okogie,SG,75.0,6' 3'',76.5,6' 4.5'',210.8,84.0,7' 0'',102.0,8' 6'',5.2,9.0,9.75,33.0,42.0,11.08,3.03,3.04,12.0,4-5,5-5,5-5,5-5,4-5,,,,,,3-5,2-5,4-5,4-5,3-5,2-4,4-4,4-4,,,,16-31,,1629006,1.0,20.0,20.0,1610612750,Georgia Tech,1629006,Josh Okogie,1998-09-01 00:00:00,Georgia Tech,Nigeria,2018,1,20
2018,1629033,Theo,Pinson,Theo Pinson,SG-SF,77.0,6' 5'',78.75,6' 6.75'',211.2,82.75,6' 10.75'',103.5,8' 7.5'',7.35,9.0,9.0,27.0,34.0,11.53,3.11,3.22,7.0,3-5,4-5,5-5,2-5,5-5,,,,,,2-5,3-5,2-5,3-5,4-5,1-4,1-4,1-4,,,,17-35,,,,,,,,1629033,Theo Pinson,1995-11-05 00:00:00,North Carolina,USA,Undrafted,Undrafted,Undrafted
2018,1629007,Jontay,Porter,Jontay Porter,C-PF,82.0,6' 10'',83.5,6' 11.5'',236,84.25,7' 0.25'',109.0,9' 1'',13.85,8.75,9.5,25.5,31.0,11.9,3.07,3.4,9.0,4-5,3-5,4-5,4-5,3-5,,,,,,2-5,5-5,3-5,2-5,4-5,1-4,3-4,3-4,,,,5-10,11-19,,,,,,,1629007,Jontay Porter,1999-11-15 00:00:00,Missouri,USA,Undrafted,Undrafted,Undrafted
2018,1629008,Michael,Porter,Michael Porter,SF-PF,81.5,6' 9.5'',82.75,6' 10.75'',211,84.25,7' 0.25'',108.5,9' 0.5'',6.4,8.75,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629008,1.0,14.0,14.0,1610612743,Missouri,1629008,Michael Porter Jr.,1998-06-29 00:00:00,Missouri,USA,2018,1,14
2018,1629009,Billy,Preston,Billy Preston,PF,80.75,6' 8.75'',82.5,6' 10.5'',222.4,86.0,7' 2'',108.0,9' 0'',5.45,9.25,9.5,25.0,33.0,11.26,3.35,3.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1629010,Jerome,Robinson,Jerome Robinson,SG,76.0,6' 4'',77.0,6' 5'',188.4,79.25,6' 7.25'',98.0,8' 2'',6.05,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629010,1.0,13.0,13.0,1610612746,Boston College,1629010,Jerome Robinson,1997-02-22 00:00:00,Boston College,USA,2018,1,13
2018,1629012,Collin,Sexton,Collin Sexton,PG,72.5,6' 0.5'',73.5,6' 1.5'',183,79.25,6' 7.25'',98.5,8' 2.5'',5.6,8.25,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629012,1.0,8.0,8.0,1610612739,Alabama,1629012,Collin Sexton,1999-01-04 00:00:00,Alabama,USA,2018,1,8
2018,1629013,Landry,Shamet,Landry Shamet,PG,76.0,6' 4'',77.25,6' 5.25'',188.6,78.75,6' 6.75'',100.0,8' 4'',4.85,8.0,9.0,31.0,39.5,11.26,3.21,3.11,8.0,4-5,4-5,5-5,4-5,4-5,,,,,,4-5,5-5,3-5,3-5,3-5,3-4,3-4,3-4,,,,26-35,,1629013,1.0,26.0,26.0,1610612755,Wichita State,1629013,Landry Shamet,1997-03-13 00:00:00,Wichita State,USA,2018,1,26
2018,1629014,Anfernee,Simons,Anfernee Simons,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',183.2,81.25,6' 9.25'',99.5,8' 3.5'',7.7,8.75,9.0,32.0,41.5,11.27,3.16,3.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,1629014,1.0,24.0,24.0,1610612757,IMG Academy,1629014,Anfernee Simons,1999-06-08 00:00:00,Edgewater HS (FL),USA,2018,1,24
2018,1629015,Zhaire,Smith,Zhaire Smith,SF-SG,74.75,6' 2.75'',76.0,6' 4'',198.6,81.75,6' 9.75'',100.0,8' 4'',6.05,8.75,8.25,33.0,41.5,11.02,3.15,3.05,10.0,,,,,,,,,,,,,,,,,,,,,,,,1629015,1.0,16.0,16.0,1610612756,Texas Tech,1629015,Zhaire Smith,1999-06-04 00:00:00,Texas Tech,USA,2018,1,16
2018,1629034,Ray,Spalding,Ray Spalding,PF,81.0,6' 9'',82.25,6' 10.25'',215.4,88.75,7' 4.75'',109.0,9' 1'',5.55,9.25,9.0,26.0,32.0,11.48,3.2,3.34,12.0,,,,,,3-5,3-5,4-5,3-5,4-5,4-5,2-5,4-5,3-5,3-5,1-4,1-4,3-4,1-4,3-4,2-4,15-30,,1629034,2.0,26.0,56.0,1610612755,Louisville,1629034,Ray Spalding,1997-03-11 00:00:00,Louisville,USA,2018,2,56
2018,1629016,Omari,Spellman,Omari Spellman,PF-C,80.0,6' 8'',81.25,6' 9.25'',253.8,86.0,7' 2'',107.5,8' 11.5'',13.75,9.0,9.0,28.5,35.5,12.28,3.35,3.38,8.0,4-5,2-5,4-5,3-5,4-5,,,,,,2-5,4-5,3-5,2-5,2-5,3-4,2-4,1-4,,,,18-30,,1629016,1.0,30.0,30.0,1610612737,Villanova,1629016,Omari Spellman,1997-07-21 00:00:00,Villanova,USA,2018,1,30
2018,1629017,Khyri,Thomas,Khyri Thomas,SG,74.5,6' 2.5'',75.75,6' 3.75'',198.8,82.5,6' 10.5'',101.0,8' 5'',6.4,8.75,9.25,30.0,35.0,10.96,3.18,3.18,14.0,,,,,,,,,,,,,,,,,,,,,,,,1629017,2.0,8.0,38.0,1610612755,Creighton,1629017,Khyri Thomas,1996-05-08 00:00:00,Creighton,USA,2018,2,38
2018,1629018,Gary,Trent,Gary Trent,SG,76.25,6' 4.25'',77.75,6' 5.75'',204.2,80.75,6' 8.75'',98.0,8' 2'',7.0,8.5,9.5,33.5,39.5,11.37,2.99,3.12,12.0,1-5,4-5,4-5,3-5,4-5,,,,,,3-5,3-5,5-5,3-5,2-5,4-4,3-4,4-4,,,,18-25,,1629018,2.0,7.0,37.0,1610612758,Duke,1629018,Gary Trent Jr.,1999-01-18 00:00:00,Duke,USA,2018,2,37
2018,1629019,Allonzo,Trier,Allonzo Trier,SG,75.75,6' 3.75'',77.25,6' 5.25'',198,78.75,6' 6.75'',98.0,8' 2'',4.95,8.25,10.5,32.0,40.0,11.02,2.97,3.14,11.0,,,,,,5-5,4-5,4-5,5-5,5-5,4-5,2-5,4-5,4-5,3-5,4-4,1-4,1-4,2-4,4-4,4-4,20-28,,,,,,,,1629019,Allonzo Trier,1996-01-17 00:00:00,Arizona,USA,2018,,
2018,1629021,Moritz,Wagner,Moritz Wagner,C-PF,82.5,6' 10.5'',83.5,6' 11.5'',241.4,84.0,7' 0'',108.0,9' 0'',6.75,9.0,10.75,27.0,34.0,11.48,3.07,3.18,8.0,,,,,,,,,,,,,,,,,,,,,,,,1629021,1.0,25.0,25.0,1610612747,Michigan,1629021,Moritz Wagner,1997-04-26 00:00:00,Michigan,Germany,2018,1,25
2018,1629022,Lonnie,Walker,Lonnie Walker,SG,75.75,6' 3.75'',76.5,6' 4.5'',196.2,82.25,6' 10.25'',99.5,8' 3.5'',5.65,9.0,9.5,31.5,40.0,10.87,2.91,3.06,12.0,,,,,,,,,,,,,,,,,,,,,,,,1629022,1.0,18.0,18.0,1610612759,Miami (FL),1629022,Lonnie Walker IV,1998-12-14 00:00:00,Miami,USA,2018,1,18
2018,1629023,PJ,Washington,PJ Washington,PF,78.5,6' 6.5'',80.0,6' 8'',223,86.5,7' 2.5'',107.0,8' 11'',6.85,9.0,10.25,27.0,34.0,11.39,3.43,3.2,3.0,3-5,3-5,1-5,1-5,4-5,,,,,,0-5,2-5,4-5,2-5,1-5,1-4,2-4,0-4,,,,20-32,,,,,,,,1629023,P.J. Washington,1998-08-23 00:00:00,Kentucky,USA,2019,1,12
2018,1629024,Austin,Wiley,Austin Wiley,C,80.25,6' 8.25'',82.0,6' 10'',249.4,89.0,7' 5'',111.0,9' 3'',5.0,9.75,10.25,28.0,33.5,12.79,3.27,3.3,14.0,2-5,3-5,3-5,1-5,2-5,,,,,,0-5,2-5,4-5,3-5,1-5,1-4,0-4,1-4,2-4,3-4,3-4,18-29,,,,,,,,,,,,,,,
2018,1629025,Kris,Wilkes,Kris Wilkes,SF,78.5,6' 6.5'',79.5,6' 7.5'',205,82.25,6' 10.25'',103.5,8' 7.5'',5.15,8.75,9.25,28.0,35.5,11.29,3.16,3.24,1.0,3-5,4-5,2-5,2-5,3-5,,,,,,4-5,2-5,4-5,1-5,2-5,2-4,1-4,1-4,,,,16-32,,,,,,,,,,,,,,,
2018,1629026,Kenrich,Williams,Kenrich Williams,SF,78.0,6' 6'',79.5,6' 7.5'',200.4,79.25,6' 7.25'',103.5,8' 7.5'',5.95,8.5,9.75,28.0,33.0,10.86,3.28,3.19,14.0,4-5,2-5,3-5,4-5,3-5,,,,,,4-5,1-5,4-5,4-5,1-5,3-8,2-8,2-8,,,,19-29,,,,,,,,1629026,Kenrich Williams,1994-12-02 00:00:00,TCU,USA,Undrafted,Undrafted,Undrafted
2018,1629027,Trae,Young,Trae Young,PG,72.5,6' 0.5'',73.75,6' 1.75'',177.8,75.0,6' 3'',95.5,7' 11.5'',5.35,8.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629027,1.0,5.0,5.0,1610612742,Oklahoma,1629027,Trae Young,1998-09-19 00:00:00,Oklahoma,USA,2018,1,5
2019,1629638,Nickeil,Alexander-Walker,Nickeil Alexander-Walker,SG,76.25,6' 4.25'',77.5,6' 5.5'',203.8,81.5,6' 9.5'',102.0,8' 6'',5.9,8.5,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629638,1.0,17.0,17.0,1610612751,Virginia Tech,,,,,,,,
2019,1629628,RJ,Barrett,RJ Barrett,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629628,1.0,3.0,3.0,1610612752,Duke,1629628,RJ Barrett,2000-06-14 00:00:00,Duke,Canada,2019,1,3
2019,1629646,Charles,Bassey,Charles Bassey,C,80.75,6' 8.75'',82.0,6' 10'',239,87.5,7' 3.5'',109.5,9' 1.5'',8.5,9.25,9.5,29.0,33.0,12.65,3.27,3.53,7.0,4-5,4-5,3-5,4-5,3-5,,,,,,2-5,2-5,3-5,2-5,3-5,1-4,1-4,3-4,,,,23-34,,,,,,,,1629646,Charles Bassey,2000-10-28 00:00:00,Western Kentucky,Nigeria,2021,2,53
2019,1629647,Darius,Bazley,Darius Bazley,PF,79.75,6' 7.75'',81.0,6' 9'',208.4,84.0,7' 0'',107.0,8' 11'',3.6,9.0,9.75,30.5,37.0,11.09,2.95,3.27,4.0,,,,,,4-5,2-5,3-5,1-5,1-5,3-5,2-5,4-5,3-5,4-5,2-4,0-4,2-4,,,,19-31,,1629647,1.0,23.0,23.0,1610612762,Princeton,1629647,Darius Bazley,2000-06-12 00:00:00,Princeton HS (OH),USA,2019,1,23
2019,1629626,Bol,Bol,Bol Bol,C,84.75,7' 0.75'',86.5,7' 2.5'',208,91.0,7' 7'',115.5,9' 7.5'',7.1,9.25,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629626,2.0,14.0,44.0,1610612748,Oregon,1629626,Bol Bol,1999-11-16 00:00:00,Oregon,Sudan,2019,2,44
2019,1629648,Jordan,Bone,Jordan Bone,SG,73.5,6' 1.5'',74.75,6' 2.75'',179,75.25,6' 3.25'',95.0,7' 11'',5.0,7.5,9.25,36.0,42.5,9.97,2.78,3.08,7.0,,,,,,3-5,4-5,4-5,4-5,5-5,3-5,5-5,5-5,2-5,2-5,3-4,2-4,2-4,,,,21-34,,1629648,2.0,27.0,57.0,1610612740,Tennessee,,,,,,,,
2019,1628968,Brian,Bowen II,Brian Bowen II,SF,78.25,6' 6.25'',79.5,6' 7.5'',200,82.0,6' 10'',103.0,8' 7'',6.5,8.5,9.75,32.0,35.5,10.98,3.21,3.26,1.0,,,,,,,,,,,,,,,,,,,,,,6-11,,,,,,,,1628968,Brian Bowen II,1998-10-02 00:00:00,La Lumiere H.S.,USA,Undrafted,Undrafted,Undrafted
2019,1629065,Ky,Bowman,Ky Bowman,PG,73.0,6' 1'',74.25,6' 2.25'',181.2,79.0,6' 7'',98.0,8' 2'',4.9,8.25,9.0,27.5,33.0,11.11,3.11,3.26,4.0,,,,,,3-5,4-5,4-5,5-5,2-5,4-5,2-5,3-5,2-5,3-5,3-4,3-4,1-4,,,,23-36,,,,,,,,1629065,Ky Bowman,1997-06-16 00:00:00,Boston College,USA,Undrafted,Undrafted,Undrafted
2019,1629649,Ignas,Brazdeikis,Ignas Brazdeikis,SF,77.75,6' 5.75'',79.25,6' 7.25'',220.8,81.25,6' 9.25'',102.0,8' 6'',6.0,8.75,9.5,31.0,36.5,11.06,3.17,3.36,13.0,,,,,,5-5,4-5,4-5,1-5,3-5,4-5,4-5,2-5,4-5,4-5,1-4,2-4,3-4,,,,27-32,,1629649,2.0,17.0,47.0,1610612758,Michigan,1629649,Ignas Brazdeikis,1999-01-08 00:00:00,Michigan,Canada,2019,2,47
2019,1629052,O'Shae,Brissett,O'Shae Brissett,SF-PF,79.0,6' 7'',80.0,6' 8'',203.2,84.0,7' 0'',104.0,8' 8'',2.9,9.0,9.5,34.0,37.5,11.3,3.18,3.48,11.0,,,,,,4-5,5-5,3-5,5-5,1-5,0-5,4-5,4-5,4-5,2-5,2-4,3-4,3-4,4-4,3-4,3-4,8-10,8-10,,,,,,,1629052,Oshae Brissett,1998-06-20 00:00:00,Syracuse,Canada,Undrafted,Undrafted,Undrafted
2019,1629650,Moses,Brown,Moses Brown,C,85.25,7' 1.25'',86.5,7' 2.5'',237.2,88.75,7' 4.75'',113.0,9' 5'',7.8,9.5,10.25,27.0,31.0,11.95,3.3,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629634,Brandon,Clarke,Brandon Clarke,SF,79.25,6' 7.25'',80.25,6' 8.25'',207.2,80.25,6' 8.25'',102.0,8' 6'',4.9,8.25,9.5,34.0,40.5,10.61,3.05,3.15,10.0,4-5,4-5,4-5,4-5,2-4,,,,,,2-5,3-5,1-5,3-5,2-5,3-4,2-4,3-4,,,,20-32,,1629634,1.0,21.0,21.0,1610612760,Gonzaga,1629634,Brandon Clarke,1996-09-19 00:00:00,Gonzaga,Canada,2019,1,21
2019,1629651,Nicolas,Claxton,Nicolas Claxton,C,82.0,6' 10'',83.75,6' 11.75'',216.6,86.5,7' 2.5'',110.0,9' 2'',4.5,9.25,9.5,31.5,36.5,11.26,3.47,3.36,8.0,,,,,,1-5,3-5,5-5,3-5,3-5,2-5,4-5,3-5,2-5,3-5,3-4,3-4,0-4,,,,9-28,,1629651,2.0,1.0,31.0,1610612751,Georgia,1629651,Nic Claxton,1999-04-17 00:00:00,Georgia,USA,2019,2,31
2019,1629076,Tyler,Cook,Tyler Cook,PF,79.25,6' 7.25'',80.75,6' 8.75'',245.4,84.5,7' 0.5'',106.5,8' 10.5'',6.1,9.5,10.75,27.5,32.0,11.32,3.1,3.28,11.0,,,,,,3-5,4-5,3-5,1-5,3-5,3-5,3-5,2-5,3-5,0-5,0-4,2-4,1-4,,,,15-30,,,,,,,,1629076,Tyler Cook,1997-09-23 00:00:00,Iowa,USA,Undrafted,Undrafted,Undrafted
2019,1629633,Jarrett,Culver,Jarrett Culver,SG,77.25,6' 5.25'',78.75,6' 6.75'',194.2,81.5,6' 9.5'',100.5,8' 4.5'',5.0,8.25,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629633,1.0,6.0,6.0,1610612756,Texas Tech,,,,,,,,
2019,1629056,Terence,Davis,Terence Davis,SG,75.0,6' 3'',76.5,6' 4.5'',192.4,80.75,6' 8.75'',101.0,8' 5'',4.1,9.25,10.75,29.5,34.0,10.69,2.96,3.28,13.0,,,,,,5-5,3-5,2-5,3-5,4-5,4-5,3-5,5-5,3-5,4-5,3-4,3-4,2-4,,,,20-33,,,,,,,,,,,,,,,
2019,1629652,Luguentz,Dort,Luguentz Dort,PG,74.75,6' 2.75'',76.25,6' 4.25'',222.2,80.5,6' 8.5'',99.5,8' 3.5'',5.0,8.5,9.0,32.5,38.0,10.79,3.13,3.22,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629653,Devon,Dotson,Devon Dotson,PG,72.0,6' 0'',74.0,6' 2'',178.6,75.25,6' 3.25'',95.5,7' 11.5'',5.9,8.25,9.5,30.0,38.5,10.63,2.8,3.04,7.0,,,,,,1-5,3-5,3-5,3-5,4-5,4-5,3-5,3-5,2-5,3-5,2-4,3-4,1-4,,,,22-32,,,,,,,,,,,,,,,
2019,1629654,Carsen,Edwards,Carsen Edwards,PG,70.75,5' 10.75'',72.25,6' 0.25'',199.4,78.0,6' 6'',94.5,7' 10.5'',5.5,8.75,9.0,28.5,34.0,10.53,2.82,3.22,14.0,4-5,4-5,4-5,4-5,5-5,,,,,,4-4,3-5,3-5,3-5,2-5,3-4,3-4,1-4,,,,21-33,,,,,,,,,,,,,,,
2019,1629605,Tacko,Fall,Tacko Fall,C,89.25,7' 5.25'',91.0,7' 7'',288.8,98.25,8' 2.25'',122.5,10' 2.5'',6.8,10.5,10.5,22.0,26.5,13.01,3.46,3.78,8.0,,,,,,0-5,1-5,0-5,2-5,1-5,1-5,0-5,1-5,1-5,0-5,2-4,2-4,0-4,,,,19-32,,,,,,,,,,,,,,,
2019,1628981,Bruno,Fernando,Bruno Fernando,C,80.75,6' 8.75'',82.25,6' 10.25'',237,87.25,7' 3.25'',110.0,9' 2'',5.4,9.25,10.0,29.5,33.5,11.29,3.05,3.21,13.0,,,,,,,,,,,,,,,,,,,,,,22-31,,1628981,2.0,4.0,34.0,1610612755,Maryland,1628981,Bruno Fernando,1998-08-15 00:00:00,Maryland,Angola,2019,2,34
2019,1629655,Daniel,Gafford,Daniel Gafford,PF,81.25,6' 9.25'',82.5,6' 10.5'',237.6,86.5,7' 2.25'',110.0,9' 2'',5.9,9.25,9.25,32.5,36.5,11.61,3.19,3.25,5.0,,,,,,,,,,,,,,,,,,,,,,,,1629655,2.0,8.0,38.0,1610612741,Arkansas,1629655,Daniel Gafford,1998-10-01 00:00:00,Arkansas,USA,2019,2,38
2019,1629636,Darius,Garland,Darius Garland,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629636,1.0,5.0,5.0,1610612739,Vanderbilt,,,,,,,,
2019,1629656,Quentin,Grimes,Quentin Grimes,SG,76.0,6' 4'',77.25,6' 5.25'',209.6,79.75,6' 7.75'',100.5,8' 4.5'',8.4,8.25,10.0,27.5,36.0,10.83,3.28,3.2,6.0,,,,,,4-5,2-5,3-5,4-5,3-5,3-5,4-5,2-5,3-5,4-5,3-4,3-4,3-4,3-4,3-4,1-4,6-10,7-10,,,,,,,1629656,Quentin Grimes,2000-05-08 00:00:00,Houston,USA,2021,1,25
2019,1629657,Kyle,Guy,Kyle Guy,SG,72.75,6' 0.75'',74.25,6' 2.25'',167.8,76.5,6' 4.5'',95.5,7' 11.5'',5.7,8.0,8.75,30.5,36.5,10.48,3.07,3.27,4.0,,,,,,4-5,5-5,2-5,5-5,4-5,4-5,4-5,3-5,5-5,4-5,2-4,2-4,4-4,,,,23-39,,1629657,2.0,25.0,55.0,1610612752,Virginia,,,,,,,,
2019,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,6' 1.5'',75.0,6' 3'',180.4,77.5,6' 5.5'',97.0,8' 1'',5.1,8.0,8.25,33.0,41.5,10.73,3.03,3.12,6.0,,,,,,3-5,4-5,3-5,4-5,3-5,2-5,2-5,4-5,4-5,3-5,,,,3-4,2-4,1-4,22-32,,1628986,2.0,26.0,56.0,1610612746,California-Los Angeles,,,,,,,,
2019,1629607,Jared,Harper,Jared Harper,PG,69.75,5' 9.75'',71.0,5' 11'',169.2,77.5,6' 5.5'',94.0,7' 10'',3.9,8.25,9.5,33.5,40.5,10.77,3.02,3.04,8.0,,,,,,4-5,5-5,4-5,3-5,5-5,5-5,4-5,4-5,4-5,4-5,0-4,2-4,2-4,,,,17-30,,,,,,,,1629607,Jared Harper,1997-09-14 00:00:00,Auburn,USA,Undrafted,Undrafted,Undrafted
2019,1629637,Jaxson,Hayes,Jaxson Hayes,PF,82.25,6' 10.25'',83.5,6' 11.5'',218.6,87.5,7' 3.5'',110.5,9' 2.5'',5.0,9.25,10.5,27.0,34.5,11.74,3.23,3.37,5.0,,,,,,,,,,,,,,,,,,,,,,,,1629637,1.0,8.0,8.0,1610612737,Texas,,,,,,,,
2019,1629608,Dewan,Hernandez,Dewan Hernandez,C,81.0,6' 9'',82.25,6' 10.25'',232.8,85.75,7' 1.75'',107.0,8' 11'',6.1,9.5,10.25,30.5,35.5,11.46,3.25,3.28,13.0,,,,,,3-5,3-5,1-5,2-5,4-5,3-5,1-5,3-5,4-5,2-5,3-4,2-4,3-4,3-4,2-4,2-4,5-12,8-12,1629608,2.0,29.0,59.0,1610612761,Miami (FL),1629608,Dewan Hernandez,1996-12-09 00:00:00,Miami (FL),USA,2019,2,59
2019,1629639,Tyler,Herro,Tyler Herro,SG,76.5,6' 4.5'',78.0,6' 6'',192.4,75.25,6' 3.25'',100.5,8' 4.5'',7.1,8.0,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629639,1.0,13.0,13.0,1610612748,Kentucky,,,,,,,,
2019,1629658,Jalen,Hoard,Jalen Hoard,PF,79.25,6' 7.25'',81.0,6' 9'',212.6,84.75,7' 0.75'',105.5,8' 9.5'',6.7,8.75,9.75,27.5,35.5,11.44,3.32,3.34,8.0,,,,,,2-5,1-5,3-5,4-5,0-5,4-5,3-5,2-5,2-5,3-5,3-4,2-4,1-4,,,,19-30,,,,,,,,1629658,Jaylen Hoard,1999-03-30 00:00:00,Wake Forest,France,Undrafted,Undrafted,Undrafted
2019,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,SG,74.5,6' 2.5'',76.0,6' 4'',235.4,85.25,7' 1.25'',103.0,8' 7'',8.4,9.5,9.75,26.0,34.5,11.34,3.43,3.34,10.0,,,,,,,,,,,,,,,,,,,,,,,,1629659,2.0,16.0,46.0,1610612753,Iowa State,,,,,,,,
2019,1629631,De'Andre,Hunter,De'Andre Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629631,1.0,4.0,4.0,1610612747,Virginia,1629631,De'Andre Hunter,1997-12-02 00:00:00,Virginia,USA,2019,1,4
2019,1629610,DaQuan,Jeffries,DaQuan Jeffries,SF-PF,76.0,6' 4'',77.0,6' 5'',215.6,83.25,6' 11.25'',104.0,8' 8'',3.9,9.5,10.25,,,,,,,,,,,,4-6,5-6,3-4,5-5,4-5,3-5,4-6,2-6,3-5,4-5,2-4,3-4,1-4,,,,17-31,,,,,,,,,,,,,,,
2019,1629660,Ty,Jerome,Ty Jerome,PG,76.25,6' 4.25'',77.5,6' 5.5'',194.4,76.0,6' 4'',98.0,8' 2'',6.5,8.25,9.5,26.0,31.5,11.21,3.12,3.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,1629660,1.0,24.0,24.0,1610612755,Virginia,1629660,Ty Jerome,1997-07-08 00:00:00,Virginia,USA,2019,1,24
2019,1629640,Keldon,Johnson,Keldon Johnson,SG,76.75,6' 4.75'',78.0,6' 6'',216.4,81.25,6' 9.25'',104.0,8' 8'',5.6,8.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629640,1.0,29.0,29.0,1610612759,Kentucky,1629640,Keldon Johnson,1999-10-11 00:00:00,Kentucky,USA,2019,1,29
2019,1629661,Cameron,Johnson,Cameron Johnson,SG,79.0,6' 7'',80.5,6' 8.5'',205.2,82.0,6' 10'',103.0,8' 7'',5.8,8.0,8.5,30.5,36.5,10.52,3.28,3.26,,,,,,,,,,,,,,,,,,,,,,,,,1629661,1.0,11.0,11.0,1610612750,North Carolina,1629661,Cameron Johnson,1996-03-03 00:00:00,North Carolina,USA,2019,1,11
2019,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,PF,80.75,6' 8.75'',82.25,6' 10.25'',256.2,87.0,7' 3'',109.5,9' 1.5'',5.1,9.25,10.75,28.0,35.5,11.21,3.3,3.25,6.0,2-3,5-5,3-5,2-5,4-5,,,,,,5-5,4-5,2-5,3-5,3-5,1-4,2-4,4-4,,,,22-32,,1629662,1.0,27.0,27.0,1610612751,Florida State,1629662,Mfiondu Kabengele,1997-08-14 00:00:00,Florida State,Canada,2019,1,27
2019,1629663,Louis,King,Louis King,SF,78.75,6' 6.75'',80.0,6' 8'',195.2,84.25,7' 0.25'',104.5,8' 8.5'',4.8,8.0,8.5,29.0,33.0,10.99,3.05,3.28,0.0,,,,,,3-5,5-5,3-5,3-5,3-5,4-5,2-5,2-5,3-5,3-5,3-4,2-4,3-4,,,,20-29,,,,,,,,1629663,Louis King,1999-04-06 00:00:00,Oregon,USA,Undrafted,Undrafted,Undrafted
2019,1629641,Romeo,Langford,Romeo Langford,SG,76.5,6' 4.5'',78.0,6' 6'',,83.0,6' 11'',103.0,8' 7'',,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629641,1.0,14.0,14.0,1610612738,Indiana,1629641,Romeo Langford,1999-10-25 00:00:00,Indiana,USA,2019,1,14
